"('Key.esc', 32.681596939, 'released')","('Key.enter', 32.979666889, 'pressed')","('Key.enter', 33.119462028, 'released')","('.', 34.205627126, 'pressed')","('.', 34.352996456, 'released')","('t', 35.698435878, 'pressed')","('t', 35.794488431, 'released')","('i', 35.851452165, 'pressed')","('i', 36.00750235, 'released')","('e', 36.686443305, 'pressed')","('e', 36.822436415, 'released')","('5', 37.381355424, 'pressed')","('5', 37.481579567, 'released')","('Key.caps_lock', 38.90700528, 'pressed')","('Key.caps_lock', 38.907013959, 'released')","('R', 39.294076929, 'pressed')","('R', 39.40631454, 'released')","('Key.caps_lock', 39.607503679, 'pressed')","('Key.caps_lock', 39.60752691, 'released')","('o', 39.953198656, 'pressed')","('o', 40.089224913, 'released')","('a', 40.256201746, 'pressed')","('a', 40.388382792, 'released')","('n', 40.567273705, 'pressed')","('n', 40.68323211, 'released')","('l', 41.011160702, 'pressed')","('l', 41.155233335, 'released')","('e', 41.276924733, 'pressed')","('e', 41.377049654, 'released')","('Key.esc', 41.892980391, 'pressed')"
"('Key.esc', 9.021213132, 'released')","('Key.enter', 9.571130802, 'pressed')","('Key.enter', 9.695200463, 'released')","('.', 10.196038863, 'pressed')","('.', 10.328157648, 'released')","('t', 10.73278504, 'pressed')","('t', 10.868170612, 'released')","('i', 10.934082898, 'pressed')","('i', 11.098144883, 'released')","('e', 11.248145381, 'pressed')","('e', 11.376117782, 'released')","('5', 11.587963382, 'pressed')","('5', 11.696395653, 'released')","('Key.caps_lock', 12.275355371, 'pressed')","('Key.caps_lock', 12.275366631, 'released')","('R', 12.652078498, 'pressed')","('R', 12.768057225, 'released')","('Key.caps_lock', 13.14940619, 'pressed')","('Key.caps_lock', 13.149416883, 'released')","('o', 13.948051395, 'pressed')","('o', 14.092026261, 'released')","('a', 14.34708212, 'pressed')","('a', 14.466586532, 'released')","('n', 14.666884617, 'pressed')","('n', 14.74294661, 'released')","('l', 15.015890082, 'pressed')","('l', 15.139919719, 'released')","('e', 15.34985908, 'pressed')","('e', 15.441892196, 'released')","('Key.esc', 15.864274217, 'pressed')"
"('Key.esc', 15.98385069, 'released')","('Key.enter', 16.381778209, 'pressed')","('Key.enter', 16.505806275, 'released')","('.', 16.948764667, 'pressed')","('.', 17.08079489, 'released')","('t', 17.520788284, 'pressed')","('t', 17.640864393, 'released')","('i', 17.704833834, 'pressed')","('i', 17.844792724, 'released')","('e', 18.003782889, 'pressed')","('e', 18.12377897, 'released')","('5', 18.72064699, 'pressed')","('5', 18.824795072, 'released')","('Key.caps_lock', 19.542282456, 'pressed')","('Key.caps_lock', 19.542293838, 'released')","('R', 20.007493271, 'pressed')","('R', 20.139219506, 'released')","('Key.caps_lock', 20.36125166, 'pressed')","('Key.caps_lock', 20.361273552, 'released')","('o', 20.763625034, 'pressed')","('o', 20.895620658, 'released')","('a', 21.386512327, 'pressed')","('a', 21.542636558, 'released')","('n', 21.678611522, 'pressed')","('n', 21.758648813, 'released')","('l', 22.009595161, 'pressed')","('l', 22.145576228, 'released')","('e', 22.479453871, 'pressed')","('e', 22.57955116, 'released')","('Key.esc', 23.014363875, 'pressed')"
"('Key.esc', 23.125542517, 'released')","('Key.enter', 23.442839996, 'pressed')","('Key.enter', 23.599460361, 'released')","('.', 24.172453834, 'pressed')","('.', 24.356556981, 'released')","('t', 24.758632311, 'pressed')","('t', 24.898421394, 'released')","('i', 24.960330178, 'pressed')","('i', 25.120515867, 'released')","('e', 25.247451977, 'pressed')","('e', 25.375323379, 'released')","('5', 25.596352614, 'pressed')","('5', 25.692477971, 'released')","('Key.caps_lock', 26.295385189, 'pressed')","('Key.caps_lock', 26.295397162, 'released')","('R', 26.682332735, 'pressed')","('R', 26.786339629, 'released')","('Key.caps_lock', 27.092642804, 'pressed')","('Key.caps_lock', 27.092655173, 'released')","('o', 27.489248939, 'pressed')","('o', 27.65328075, 'released')","('a', 27.84834014, 'pressed')","('a', 27.972230866, 'released')","('n', 28.239172462, 'pressed')","('n', 28.323256954, 'released')","('l', 28.586268749, 'pressed')","('l', 28.726298839, 'released')","('e', 28.921195031, 'pressed')","('e', 29.041243118, 'released')","('Key.esc', 29.866118607, 'pressed')"
"('Key.esc', 30.01011288, 'released')","('Key.enter', 30.409147357, 'pressed')","('Key.enter', 30.533120655, 'released')","('.', 30.77609267, 'pressed')","('.', 30.936082984, 'released')","('t', 31.346647097, 'pressed')","('t', 31.489888601, 'released')","('i', 31.537985663, 'pressed')","('i', 31.690089119, 'released')","('e', 32.048804155, 'pressed')","('e', 32.181071961, 'released')","('5', 32.521985766, 'pressed')","('5', 32.622032302, 'released')","('Key.caps_lock', 33.137048744, 'pressed')","('Key.caps_lock', 33.137060294, 'released')","('R', 33.47887235, 'pressed')","('R', 33.58677594, 'released')","('Key.caps_lock', 33.878641237, 'pressed')","('Key.caps_lock', 33.878649275, 'released')","('o', 34.371945186, 'pressed')","('o', 34.527936756, 'released')","('a', 34.833334199, 'pressed')","('a', 34.970149775, 'released')","('n', 35.093031735, 'pressed')","('n', 35.196872563, 'released')","('l', 35.528784005, 'pressed')","('l', 35.664862415, 'released')","('e', 36.225822804, 'pressed')","('e', 36.361828464, 'released')","('Key.esc', 37.324689118, 'pressed')"
"('Key.esc', 8.645804638, 'released')","('Key.enter', 9.285165746, 'pressed')","('Key.enter', 9.433761505, 'released')","('.', 9.960685975, 'pressed')","('.', 10.120725364, 'released')","('t', 10.400707853, 'pressed')","('t', 10.540911339, 'released')","('i', 10.697769799, 'pressed')","('i', 10.87381395, 'released')","('e', 11.010663966, 'pressed')","('e', 11.150706775, 'released')","('5', 11.378787196, 'pressed')","('5', 11.498674451, 'released')","('Key.caps_lock', 12.246736368, 'pressed')","('Key.caps_lock', 12.246747626, 'released')","('R', 12.680584923, 'pressed')","('R', 12.836620573, 'released')","('Key.caps_lock', 13.084011889, 'pressed')","('Key.caps_lock', 13.084023482, 'released')","('o', 13.572384029, 'pressed')","('o', 13.740600876, 'released')","('a', 13.864514641, 'pressed')","('a', 14.052211124, 'released')","('n', 14.174587556, 'pressed')","('n', 14.286556, 'released')","('l', 14.506469307, 'pressed')","('l', 14.674578216, 'released')","('e', 14.836563678, 'pressed')","('e', 14.932529514, 'released')","('Key.esc', 15.293293242, 'pressed')"
"('Key.esc', 15.441497107, 'released')","('Key.enter', 15.873298391, 'pressed')","('Key.enter', 16.009427825, 'released')","('.', 16.456470754, 'pressed')","('.', 16.580400473, 'released')","('t', 17.03926886, 'pressed')","('t', 17.171394581, 'released')","('i', 17.29931853, 'pressed')","('i', 17.447377331, 'released')","('e', 17.644281228, 'pressed')","('e', 17.74837061, 'released')","('5', 17.961383685, 'pressed')","('5', 18.06513498, 'released')","('Key.caps_lock', 18.955054029, 'pressed')","('Key.caps_lock', 18.955110076, 'released')","('R', 19.297712021, 'pressed')","('R', 19.418370805, 'released')","('Key.caps_lock', 19.767345995, 'pressed')","('Key.caps_lock', 19.767360097, 'released')","('o', 20.622608985, 'pressed')","('o', 20.79111547, 'released')","('a', 20.880335952, 'pressed')","('a', 21.040190735, 'released')","('n', 21.210028779, 'pressed')","('n', 21.306181632, 'released')","('l', 21.525097068, 'pressed')","('l', 21.684961026, 'released')","('e', 22.347965614, 'pressed')","('e', 22.464121093, 'released')","('Key.esc', 22.884392119, 'pressed')"
"('Key.esc', 23.013029666, 'released')","('Key.enter', 23.423044089, 'pressed')","('Key.enter', 23.559045014, 'released')","('.', 24.220003024, 'pressed')","('.', 24.332042098, 'released')","('t', 25.297021255, 'pressed')","('t', 25.424825959, 'released')","('i', 25.494892015, 'pressed')","('i', 25.662948961, 'released')","('e', 26.054903262, 'pressed')","('e', 26.190935155, 'released')","('5', 26.429917767, 'pressed')","('5', 26.525842247, 'released')","('Key.caps_lock', 27.400250167, 'pressed')","('Key.caps_lock', 27.4002624, 'released')","('R', 27.739889694, 'pressed')","('R', 27.843869725, 'released')","('Key.caps_lock', 28.000423095, 'pressed')","('Key.caps_lock', 28.000434752, 'released')","('o', 28.470781307, 'pressed')","('o', 28.614761307, 'released')","('a', 28.788724954, 'pressed')","('a', 28.936788023, 'released')","('n', 29.049009161, 'pressed')","('n', 29.148761, 'released')","('l', 29.362663923, 'pressed')","('l', 29.502746736, 'released')","('e', 29.839632071, 'pressed')","('e', 29.967725934, 'released')","('Key.esc', 30.619613937, 'pressed')"
"('Key.esc', 30.727432104, 'released')","('Key.enter', 31.326634565, 'pressed')","('Key.enter', 31.454583969, 'released')","('.', 31.85194694, 'pressed')","('.', 31.960601063, 'released')","('t', 32.496530171, 'pressed')","('t', 32.624567109, 'released')","('i', 32.709698493, 'pressed')","('i', 32.865571301, 'released')","('e', 33.114514422, 'pressed')","('e', 33.214515477, 'released')","('5', 33.469349576, 'pressed')","('5', 33.561486534, 'released')","('Key.caps_lock', 34.091776349, 'pressed')","('Key.caps_lock', 34.091805384, 'released')","('R', 34.522330224, 'pressed')","('R', 34.622491237, 'released')","('Key.caps_lock', 34.827095028, 'pressed')","('Key.caps_lock', 34.827106468, 'released')","('o', 35.332338734, 'pressed')","('o', 35.472474138, 'released')","('a', 35.971458531, 'pressed')","('a', 36.091604792, 'released')","('n', 36.228296062, 'pressed')","('n', 36.316420817, 'released')","('l', 36.549321676, 'pressed')","('l', 36.685378932, 'released')","('e', 36.85436884, 'pressed')","('e', 36.942392601, 'released')","('Key.esc', 37.444359688, 'pressed')"
"('Key.esc', 8.025888348, 'released')","('Key.enter', 8.135873425, 'pressed')","('Key.enter', 8.263917929, 'released')","('.', 8.638937167, 'pressed')","('.', 8.770966549, 'released')","('t', 9.331719652, 'pressed')","('t', 9.447954136, 'released')","('i', 9.591888275, 'pressed')","('i', 9.739873634, 'released')","('e', 9.905943195, 'pressed')","('e', 10.013829848, 'released')","('5', 10.400736949, 'pressed')","('5', 10.504821204, 'released')","('Key.caps_lock', 11.092088802, 'pressed')","('Key.caps_lock', 11.092100375, 'released')","('R', 11.39677052, 'pressed')","('R', 11.500800652, 'released')","('Key.caps_lock', 11.948581622, 'pressed')","('Key.caps_lock', 11.948591287, 'released')","('o', 12.482672282, 'pressed')","('o', 12.622542068, 'released')","('a', 12.753096722, 'pressed')","('a', 12.881717941, 'released')","('n', 13.080727194, 'pressed')","('n', 13.168752273, 'released')","('l', 13.406559327, 'pressed')","('l', 13.558686186, 'released')","('e', 13.765387444, 'pressed')","('e', 13.88166504, 'released')","('Key.esc', 14.233537037, 'pressed')"
"('Key.esc', 14.337581633, 'released')","('Key.enter', 15.207534103, 'pressed')","('Key.enter', 15.339397834, 'released')","('.', 16.115546123, 'pressed')","('.', 16.211463677, 'released')","('t', 16.738458225, 'pressed')","('t', 16.842479843, 'released')","('i', 16.97837814, 'pressed')","('i', 17.106505059, 'released')","('e', 17.135495555, 'pressed')","('e', 17.251371612, 'released')","('5', 17.453509671, 'pressed')","('5', 17.545455277, 'released')","('Key.caps_lock', 18.381900835, 'pressed')","('Key.caps_lock', 18.381914854, 'released')","('R', 18.809760572, 'pressed')","('R', 18.914350566, 'released')","('Key.caps_lock', 19.076512512, 'pressed')","('Key.caps_lock', 19.076522061, 'released')","('o', 19.405320848, 'pressed')","('o', 19.549359664, 'released')","('a', 19.666510621, 'pressed')","('a', 19.798353198, 'released')","('n', 19.948397198, 'pressed')","('n', 20.044376212, 'released')","('l', 20.312174309, 'pressed')","('l', 20.456350101, 'released')","('e', 20.568335074, 'pressed')","('e', 20.672319958, 'released')","('Key.esc', 21.051158591, 'pressed')"
"('Key.esc', 21.183285477, 'released')","('Key.enter', 21.49116192, 'pressed')","('Key.enter', 21.61520209, 'released')","('.', 22.35127729, 'pressed')","('.', 22.459234489, 'released')","('t', 23.226127892, 'pressed')","('t', 23.329993848, 'released')","('i', 23.403108487, 'pressed')","('i', 23.527181581, 'released')","('e', 23.60110769, 'pressed')","('e', 23.716581032, 'released')","('5', 24.15697038, 'pressed')","('5', 24.25717737, 'released')","('Key.caps_lock', 24.728589528, 'pressed')","('Key.caps_lock', 24.728600093, 'released')","('R', 25.016048782, 'pressed')","('R', 25.120114532, 'released')","('Key.caps_lock', 25.292379248, 'pressed')","('Key.caps_lock', 25.292389346, 'released')","('o', 25.52046841, 'pressed')","('o', 25.641024222, 'released')","('a', 25.777365502, 'pressed')","('a', 25.905034981, 'released')","('n', 26.146943864, 'pressed')","('n', 26.235080636, 'released')","('l', 26.509925563, 'pressed')","('l', 26.626011612, 'released')","('e', 26.803204151, 'pressed')","('e', 26.89900292, 'released')","('Key.esc', 27.30693828, 'pressed')"
"('Key.esc', 27.434912195, 'released')","('Key.enter', 27.6070709, 'pressed')","('Key.enter', 27.714896322, 'released')","('.', 28.338931891, 'pressed')","('.', 28.438719605, 'released')","('t', 28.73672553, 'pressed')","('t', 28.860842453, 'released')","('i', 28.91383976, 'pressed')","('i', 29.03397331, 'released')","('e', 29.21181713, 'pressed')","('e', 29.307866879, 'released')","('5', 29.544905887, 'pressed')","('5', 29.628713947, 'released')","('Key.caps_lock', 30.153693907, 'pressed')","('Key.caps_lock', 30.153706436, 'released')","('R', 30.565440225, 'pressed')","('R', 30.65382565, 'released')","('Key.caps_lock', 31.261550216, 'pressed')","('Key.caps_lock', 31.261561579, 'released')","('o', 32.08429383, 'pressed')","('o', 32.200709254, 'released')","('a', 32.22570599, 'pressed')","('a', 32.329825427, 'released')","('n', 32.58059166, 'pressed')","('n', 32.664695483, 'released')","('l', 32.907747365, 'pressed')","('l', 33.047488736, 'released')","('e', 33.221429006, 'pressed')","('e', 33.305669783, 'released')","('Key.esc', 33.696564258, 'pressed')"
"('Key.esc', 7.603055577, 'released')","('Key.enter', 7.951742489, 'pressed')","('Key.enter', 8.068066462, 'released')","('.', 9.211967105, 'pressed')","('.', 9.335752804, 'released')","('t', 9.808904737, 'pressed')","('t', 9.92497352, 'released')","('i', 9.999912122, 'pressed')","('i', 10.131975529, 'released')","('e', 10.173941853, 'pressed')","('e', 10.317765166, 'released')","('5', 10.489986897, 'pressed')","('5', 10.590011202, 'released')","('Key.caps_lock', 11.481822664, 'pressed')","('Key.caps_lock', 11.481834893, 'released')","('R', 11.762814716, 'pressed')","('R', 11.862615313, 'released')","('Key.caps_lock', 12.008793014, 'pressed')","('Key.caps_lock', 12.008800378, 'released')","('o', 12.317770484, 'pressed')","('o', 12.448194734, 'released')","('a', 12.569416956, 'pressed')","('a', 12.70168623, 'released')","('n', 12.861680221, 'pressed')","('n', 12.937507494, 'released')","('l', 13.175732675, 'pressed')","('l', 13.299806187, 'released')","('e', 13.536652398, 'pressed')","('e', 13.640864101, 'released')","('Key.esc', 14.818583842, 'pressed')"
"('Key.esc', 14.906166197, 'released')","('Key.enter', 15.677583344, 'pressed')","('Key.enter', 15.789528007, 'released')","('.', 16.699162183, 'pressed')","('.', 16.811522562, 'released')","('t', 17.206598612, 'pressed')","('t', 17.334594672, 'released')","('i', 17.4322303, 'pressed')","('e', 17.564440179, 'pressed')","('i', 17.596897602, 'released')","('e', 17.704631192, 'released')","('5', 17.951466704, 'pressed')","('5', 18.039548621, 'released')","('Key.caps_lock', 18.605609631, 'pressed')","('Key.caps_lock', 18.605622182, 'released')","('R', 18.975092753, 'pressed')","('R', 19.067507544, 'released')","('Key.caps_lock', 19.229084979, 'pressed')","('Key.caps_lock', 19.229096939, 'released')","('o', 19.568548296, 'pressed')","('o', 19.704296058, 'released')","('a', 19.96446999, 'pressed')","('a', 20.064454373, 'released')","('n', 20.213254723, 'pressed')","('n', 20.302441151, 'released')","('l', 20.587358491, 'pressed')","('l', 20.727415102, 'released')","('e', 21.413281468, 'pressed')","('e', 21.561342211, 'released')","('Key.esc', 22.566297567, 'pressed')"
"('Key.esc', 22.662290132, 'released')","('Key.enter', 23.376193669, 'pressed')","('Key.enter', 23.504301299, 'released')","('.', 24.235163303, 'pressed')","('.', 24.363196562, 'released')","('t', 25.240125127, 'pressed')","('t', 25.336035916, 'released')","('i', 25.401154987, 'pressed')","('i', 25.537220519, 'released')","('e', 26.44792882, 'pressed')","('e', 26.555121821, 'released')","('5', 26.742504789, 'pressed')","('5', 26.815651961, 'released')","('Key.caps_lock', 27.430353329, 'pressed')","('Key.caps_lock', 27.430364917, 'released')","('R', 27.73704648, 'pressed')","('R', 27.832974563, 'released')","('Key.caps_lock', 27.992251316, 'pressed')","('Key.caps_lock', 27.992292366, 'released')","('o', 28.307984342, 'pressed')","('o', 28.452027247, 'released')","('a', 28.571919493, 'pressed')","('a', 28.704012353, 'released')","('n', 28.871923117, 'pressed')","('n', 28.964001129, 'released')","('l', 29.189882531, 'pressed')","('l', 29.342048092, 'released')","('e', 29.458123109, 'pressed')","('e', 29.558012469, 'released')","('Key.esc', 29.942871494, 'pressed')"
